남녀공용화장실여부,남성용_대변기수,남성용_소변기수,여성용_대변기수
N,4,6,4
N,30,18,6
Y,0,0,0
Y,0,2,0
N,36,93,80
N,37,57,32
N,9,9,8
N,14,26,22
N,8,6,9
N,6,9,13
N,7,13,13
N,18,31,25
N,6,6,10
N,6,4,7
N,7,10,14
N,2,8,15
N,3,3,0
N,21,35,41
N,0,44,0
N,10,16,16
N,12,14,14
N,18,9,0
N,28,36,52
N,18,38,32
N,8,11,16
N,16,19,23
N,4,4,8
Y,5,6,7
N,4,4,5
N,6,6,6
N,3,4,4
N,22,22,35
Y,16,15,12
N,4,12,10
N,18,18,27
Y,16,17,20
Y,3,0,6
N,8,16,16
N,2,2,3
N,1,1,1
N,1,2,2
N,2,2,2
N,1,2,2
N,2,0,0
N,3,4,4
N,2,3,4
N,3,4,4
N,12,15,12
N,2,3,3
N,3,3,5
N,3,3,14
N,1,2,2
N,2,3,4
N,1,0,0
N,1,0,0
N,2,0,0
N,2,2,2
N,1,2,1
Y,0,2,0
N,1,3,1
N,0,2,1
N,1,0,1
N,1,0,1
N,3,0,0
N,3,0,0
N,1,2,1
N,1,2,2
N,0,2,0
N,1,1,1
N,1,1,1
N,2,2,1
N,1,2,1
N,1,1,1
N,1,1,1
N,3,3,2
N,1,2,1
Y,0,1,0
N,2,3,5
N,1,1,1
Y,0,1,0
N,1,1,1
N,1,2,1
N,3,2,4
N,1,1,2
N,1,1,1
N,1,2,1
N,1,2,1
N,2,3,2
N,1,1,1
N,1,1,1
N,2,2,1
N,2,2,1
N,1,2,1
N,2,2,1
Y,18,42,25
N,13,20,7
N,1,1,1
N,2,2,2
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,0
N,1,1,1
N,1,1,1
N,5,4,2
N,1,1,1
N,1,1,2
N,1,0,1
N,1,2,3
N,2,3,4
N,2,1,3
N,3,1,5
N,1,3,2
N,1,1,1
N,1,1,1
Y,1,1,0
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,2,4,3
N,2,3,2
N,2,1,2
N,1,2,2
Y,1,0,0
Y,1,0,0
N,2,2,2
N,2,2,2
N,2,3,5
N,2,3,5
N,2,3,5
N,4,3,5
N,2,3,5
N,2,3,5
N,1,1,2
N,2,2,4
N,2,2,3
N,1,2,2
N,2,3,4
N,1,1,1
N,2,1,2
N,2,3,4
N,3,5,5
N,3,5,5
N,4,1,7
N,3,5,3
N,1,2,3
N,1,0,1
N,2,3,4
N,2,3,5
N,2,3,5
N,2,3,3
N,1,0,1
N,1,2,3
N,1,1,1
N,2,3,5
N,1,2,2
N,1,2,2
N,3,4,5
N,2,4,6
N,2,3,4
N,3,4,5
N,1,3,3
N,1,2,3
N,2,2,3
N,2,3,3
N,1,2,0
N,2,2,2
N,1,2,2
N,1,1,1
N,1,1,1
Y,1,0,0
N,1,1,1
N,1,2,2
Y,1,0,0
N,3,4,5
N,1,2,3
N,1,1,1
N,1,1,1
N,2,3,5
N,1,2,3
N,2,2,3
N,4,6,5
N,2,3,5
N,2,3,3
N,2,2,4
N,1,2,2
N,5,6,4
N,3,5,6
N,2,2,2
N,11,14,23
N,3,6,8
N,1,1,1
N,1,2,1
N,15,25,20
N,2,1,2
N,3,5,3
N,2,1,2
N,2,4,6
N,3,4,4
N,3,6,8
N,1,4,2
N,3,3,4
N,1,1,1
N,4,4,9
N,2,3,5
N,2,1,2
N,25,34,27
N,1,2,1
N,1,2,1
N,2,4,2
N,0,0,0
N,0,1,3
N,3,5,8
N,2,2,2
N,1,1,2
N,8,4,16
N,9,10,9
N,10,17,12
N,1,2,1
N,1,1,1
N,12,26,4
N,1,1,1
N,0,0,0
N,0,1,0
N,0,1,0
N,4,5,2
N,0,0,0
N,2,2,4
N,0,0,0
N,0,0,0
N,2,3,5
N,38,39,28
N,45,68,53
N,31,38,39
N,5,9,6
N,0,0,0
N,10,8,16
N,2,3,1
N,2,3,1
N,2,3,1
N,5,5,7
N,6,9,6
N,5,8,10
N,3,5,8
N,2,5,5
N,7,7,15
N,12,16,12
N,2,4,4
N,4,5,5
N,1,4,1
N,1,4,1
N,1,2,2
N,8,6,5
N,2,2,2
N,1,2,3
N,1,2,2
N,2,2,2
N,2,2,2
N,0,0,0
N,3,4,5
N,11,8,7
N,1,2,4
N,9,12,0
N,3,4,4
N,0,0,0
N,1,3,0
N,1,0,1
N,1,2,2
N,1,0,2
N,2,3,5
N,3,3,5
N,2,4,5
N,2,2,4
N,3,5,4
N,1,2,3
N,2,2,4
N,1,0,1
Y,0,1,1
N,1,1,1
N,0,0,0
N,1,3,4
N,1,1,1
N,1,1,0
N,4,4,4
N,1,2,1
N,2,3,2
N,1,1,2
N,2,1,1
N,1,0,0
N,1,0,0
Y,1,0,0
Y,1,0,1
N,0,2,1
N,4,5,5
N,1,1,0
N,1,1,0
N,1,2,1
N,1,0,0
N,2,0,0
N,2,1,0
N,1,1,2
N,5,6,6
N,1,1,0
N,1,1,0
N,9,12,4
N,2,2,2
N,1,2,1
Y,1,0,0
N,1,2,0
N,4,6,0
N,1,0,0
N,4,6,0
N,1,1,0
N,1,0,0
N,6,3,3
N,3,4,3
N,2,2,2
N,3,2,2
N,4,2,0
Y,0,0,0
Y,2,2,3
N,1,1,1
N,2,2,2
N,5,9,7
N,1,0,1
N,0,1,1
N,2,2,0
N,5,8,7
N,0,0,2
N,0,3,2
N,0,3,2
N,1,1,1
N,0,1,1
Y,0,1,1
N,1,0,1
N,1,0,1
N,1,0,1
N,1,1,0
N,1,1,0
N,2,2,1
N,2,2,1
N,2,2,2
N,1,1,0
Y,1,1,1
Y,1,1,1
N,1,0,0
N,1,0,0
Y,1,0,1
N,1,1,1
N,2,3,1
N,1,0,0
N,0,0,0
N,1,1,0
N,6,6,4
N,5,4,11
N,3,5,5
N,3,4,3
N,3,3,5
N,2,6,4
N,1,3,3
N,2,6,4
N,3,4,5
N,3,8,7
N,3,4,5
N,1,1,2
N,1,1,0
N,1,2,0
N,5,5,6
N,1,2,2
N,1,0,0
Y,1,1,0
N,1,1,2
N,1,1,2
N,1,1,1
N,3,4,2
Y,0,1,1
N,1,1,0
N,2,2,0
N,1,2,2
N,1,1,1
N,1,2,1
N,1,2,3
N,3,3,3
Y,1,0,0
Y,1,0,0
Y,1,0,0
Y,1,0,0
Y,1,0,0
Y,1,0,0
N,1,0,1
N,1,1,1
N,4,4,1
N,1,1,1
N,2,2,0
N,1,1,1
N,9,31,26
N,3,3,3
N,3,6,3
N,1,2,2
N,2,2,2
N,1,1,0
Y,0,1,1
Y,0,1,1
Y,0,1,1
Y,0,1,1
Y,1,0,1
Y,0,1,1
Y,1,0,1
Y,1,0,1
N,3,6,8
N,4,4,4
N,1,2,2
N,1,2,2
N,1,2,2
N,1,2,2
N,1,2,2
N,1,2,2
N,1,2,1
N,1,1,1
N,1,1,1
N,2,2,2
N,2,2,2
N,4,3,6
N,2,3,2
N,4,4,4
N,4,4,4
N,8,11,8
N,0,0,0
N,8,12,7
N,4,3,0
N,3,4,3
N,3,3,6
N,6,11,12
N,10,10,20
N,11,9,17
N,2,2,0
N,0,0,0
N,0,0,0
N,4,11,7
N,4,8,6
N,9,11,12
N,2,4,3
N,10,13,7
N,16,15,12
N,1,1,1
N,1,1,1
N,1,1,2
N,2,1,2
N,1,1,1
N,2,2,2
N,0,0,0
N,9,10,9
N,6,6,3
N,2,3,2
N,4,5,6
N,4,4,8
N,3,3,3
N,4,5,7
N,6,7,17
N,4,4,4
N,1,1,1
N,3,4,0
N,0,0,8
N,2,2,2
N,1,2,2
N,1,2,1
N,3,5,8
N,4,6,4
N,8,8,7
N,2,4,4
N,2,2,2
N,2,2,2
N,1,2,2
N,1,2,2
N,3,0,3
N,1,1,1
N,1,1,1
N,0,1,1
Y,1,1,1
N,8,8,8
N,5,5,7
N,2,2,1
N,26,64,62
N,12,9,6
N,15,11,15
N,7,15,9
N,2,5,5
N,1,1,0
N,6,9,7
N,3,3,2
N,4,3,5
N,1,2,2
N,1,1,1
N,1,1,1
N,1,2,3
N,3,2,5
N,1,2,2
N,2,2,2
N,1,1,1
N,2,2,2
N,2,3,3
N,2,3,3
N,4,9,6
N,2,1,1
N,2,6,2
N,4,4,6
N,8,8,8
N,2,2,2
N,4,7,4
N,5,5,5
N,2,3,2
N,12,11,12
N,32,16,48
N,1,2,1
N,1,1,1
N,1,2,1
N,2,3,2
N,1,2,1
N,2,2,1
Y,0,0,0
N,1,1,1
N,1,2,3
N,2,1,2
N,4,4,6
N,1,2,2
N,1,1,1
N,1,1,1
N,1,3,3
N,2,2,3
Y,0,1,1
N,1,2,3
N,1,2,2
N,2,7,6
N,1,2,1
N,4,5,3
N,4,5,3
N,5,6,9
N,1,1,2
N,16,12,12
N,4,4,6
N,1,1,1
N,1,1,2
N,1,2,2
N,4,7,6
Y,0,0,1
N,4,0,3
N,2,4,3
N,2,2,2
N,6,5,10
N,10,9,18
N,3,2,4
N,2,1,2
Y,0,1,2
Y,0,2,7
N,1,2,1
N,1,2,2
N,3,3,3
Y,0,0,1
N,1,2,2
N,2,2,2
N,1,2,2
N,2,3,4
N,1,1,1
Y,0,2,3
Y,0,1,2
N,2,2,3
N,3,3,6
N,3,3,6
Y,0,0,1
N,2,2,3
N,2,2,3
N,2,2,4
N,1,1,1
N,2,0,2
Y,0,1,1
N,1,2,2
Y,0,2,2
N,1,8,1
N,1,1,1
N,1,2,1
N,2,2,3
N,2,2,3
Y,0,0,1
N,3,2,3
N,1,2,1
N,3,3,3
N,1,3,1
N,1,2,2
N,1,2,2
Y,0,0,1
Y,0,0,1
N,2,3,3
N,2,2,3
N,2,3,1
Y,3,4,3
N,1,2,3
N,1,2,2
N,1,2,3
N,2,2,2
N,1,1,1
N,2,3,3
N,2,4,3
N,2,3,3
N,1,2,2
N,1,1,1
N,8,8,19
N,5,6,9
N,2,3,5
N,4,6,8
N,3,3,3
N,1,2,1
N,2,2,3
N,2,3,3
N,3,4,2
N,3,3,3
N,2,2,3
N,2,3,3
N,1,1,1
N,1,1,1
N,2,2,1
N,1,1,1
N,2,1,2
N,2,1,2
N,2,1,2
N,1,1,1
N,1,1,1
N,1,1,1
N,0,1,2
N,1,2,2
N,1,0,1
N,2,2,4
N,2,2,3
Y,2,0,2
Y,1,0,1
N,2,2,2
N,1,1,1
N,1,0,1
N,1,1,2
N,1,2,3
N,3,4,5
N,0,1,1
N,1,2,2
Y,0,0,1
N,2,1,2
N,1,1,2
N,1,1,2
N,2,3,3
N,2,2,2
N,30,39,30
N,9,10,9
N,2,3,3
N,2,4,3
N,2,4,6
N,4,4,7
N,1,1,1
N,1,1,2
N,2,2,3
N,1,2,3
N,1,2,6
N,2,0,3
N,1,2,2
Y,0,1,1
Y,0,1,1
N,2,2,3
Y,0,2,2
Y,0,0,1
N,8,7,15
N,6,14,20
Y,0,0,1
N,1,1,1
N,2,3,5
N,3,4,6
Y,0,1,1
Y,0,0,2
N,2,1,2
N,1,1,1
N,1,1,2
N,1,1,1
N,1,2,3
N,1,0,1
N,4,3,4
N,2,2,3
Y,0,2,2
N,5,5,8
N,2,2,2
Y,0,2,2
Y,0,1,1
N,1,1,1
N,1,2,3
N,1,2,3
N,2,1,2
N,2,3,2
N,3,0,7
N,1,1,1
Y,0,1,2
Y,0,1,2
Y,0,0,1
Y,0,1,1
N,1,1,2
N,2,2,2
Y,0,1,1
Y,0,1,1
N,4,7,4
N,4,2,4
Y,0,2,2
N,0,2,1
Y,0,1,1
Y,0,1,2
N,1,2,2
N,1,2,2
N,1,2,2
N,2,2,0
N,2,4,5
N,1,2,4
N,2,3,3
N,1,1,1
N,1,2,2
N,1,2,2
N,1,2,2
N,1,1,1
N,2,2,1
N,2,3,1
Y,0,2,1
N,1,2,1
N,2,2,1
N,2,2,3
N,1,2,1
N,3,3,4
N,1,1,1
N,5,6,8
N,1,1,1
Y,0,1,1
Y,0,0,2
N,2,1,2
N,2,6,13
N,2,2,2
N,1,1,1
N,1,1,1
N,1,2,2
N,2,2,2
N,3,4,5
N,2,2,2
N,5,7,11
N,3,3,4
N,9,12,9
N,5,5,13
N,1,1,1
N,1,2,2
N,4,6,6
N,1,2,1
N,16,30,24
Y,0,1,2
N,2,2,2
N,9,9,9
N,1,2,2
N,2,1,2
N,1,2,2
N,1,2,2
Y,0,0,1
Y,0,1,1
N,1,1,1
N,2,2,3
Y,0,0,1
N,1,1,1
N,1,1,1
N,1,2,1
Y,0,0,1
N,1,2,1
N,1,2,2
N,1,2,2
N,1,1,2
N,5,5,5
Y,0,0,1
N,1,2,2
N,2,2,2
N,2,3,3
N,4,5,6
Y,0,2,2
N,2,2,2
N,2,4,3
Y,0,1,1
N,1,2,2
N,1,1,2
N,2,2,2
N,2,3,4
N,2,3,4
N,1,2,2
Y,0,1,1
Y,0,1,1
Y,0,0,1
N,1,1,2
N,2,2,3
N,2,2,2
N,2,3,4
N,1,2,2
N,1,3,2
N,1,1,1
N,1,0,2
N,0,1,1
N,2,2,4
N,1,1,1
N,4,5,8
Y,1,0,1
N,7,12,0
N,0,0,10
N,1,1,2
N,1,1,2
N,1,3,5
N,1,2,3
N,1,3,2
N,1,1,2
N,1,2,2
N,0,1,1
N,1,3,1
N,1,4,3
N,1,2,2
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,1
N,2,2,2
N,3,4,5
N,0,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,3,4
N,1,1,1
N,1,1,1
N,1,1,1
N,3,4,8
N,2,4,3
N,2,4,3
N,1,1,1
N,1,1,2
N,1,1,1
N,1,3,4
N,4,5,8
Y,1,0,0
N,1,0,2
N,0,1,1
N,1,2,2
N,1,1,1
N,0,1,1
N,1,3,2
N,2,1,2
N,1,0,2
N,0,1,1
N,0,1,1
N,2,3,4
N,1,2,2
N,2,3,4
N,1,0,2
N,1,0,2
N,1,1,1
N,1,1,1
N,2,2,3
N,2,2,2
N,1,1,1
N,1,2,2
N,1,1,1
N,1,2,2
N,1,1,1
N,2,2,3
N,1,1,1
N,1,1,1
Y,0,0,1
Y,0,1,1
Y,0,1,1
Y,0,1,1
Y,0,1,1
N,3,3,6
N,3,3,6
N,1,2,2
Y,0,1,1
Y,0,1,1
N,1,1,1
Y,0,1,1
Y,0,1,1
N,1,1,1
N,1,1,1
N,2,4,3
N,1,1,2
N,3,4,4
N,1,1,1
N,1,1,1
N,1,4,4
N,3,5,8
N,2,3,5
N,1,1,1
N,1,1,1
N,1,1,1
N,2,5,4
N,1,2,2
N,2,3,4
N,2,3,4
N,2,4,10
N,3,5,7
N,1,1,0
N,1,1,1
N,4,12,12
N,4,12,12
N,2,4,4
N,10,16,16
N,2,5,6
N,1,1,0
N,2,3,3
N,2,3,3
N,1,1,1
N,8,17,11
N,3,10,8
N,1,2,3
N,3,5,7
N,2,4,4
N,1,1,1
n,1,1,2
n,1,1,1
n,11,20,20
n,0,1,0
n,1,1,1
n,1,1,1
n,2,2,4
n,0,2,0
n,1,1,2
n,2,3,4
n,1,1,1
n,1,1,2
n,6,6,18
n,5,5,10
n,2,2,4
n,3,2,7
n,3,2,11
n,1,1,1
n,1,3,2
n,1,1,2
n,3,3,7
n,2,4,7
n,1,1,2
n,1,1,2
n,1,1,3
n,3,4,7
n,1,1,1
n,1,1,1
n,1,1,2
Y,2,1,2
n,3,4,6
n,6,7,11
n,1,1,1
n,2,3,5
n,2,4,4
n,1,1,1
n,1,2,2
n,1,1,1
n,1,1,2
n,1,1,1
n,0,1,0
n,1,1,1
n,2,2,3
n,1,2,3
n,2,2,2
n,2,3,4
n,2,3,5
n,3,4,5
n,2,2,2
n,1,1,2
n,2,2,3
n,1,2,2
n,1,1,2
n,2,3,5
n,2,2,4
n,1,1,2
n,1,1,1
n,2,3,5
n,1,1,1
n,0,0,0
n,1,2,2
n,2,3,6
n,3,4,7
n,2,3,5
n,1,3,3
n,6,5,14
n,3,3,5
n,2,4,2
n,2,4,3
n,3,2,6
n,2,3,6
n,1,1,2
n,1,1,2
n,1,1,2
n,1,1,1
n,3,3,7
n,3,4,4
N,2,2,2
N,3,2,4
N,3,3,5
N,2,4,5
N,4,7,7
N,6,11,12
N,3,4,6
N,3,6,6
N,6,10,16
N,5,10,16
N,3,4,6
N,3,6,6
N,1,1,1
N,2,3,3
N,3,4,4
N,2,3,4
N,2,3,4
N,2,3,4
N,2,4,4
N,5,9,8
N,4,6,7
N,3,5,5
N,2,3,3
N,2,3,3
N,2,3,3
N,1,3,2
N,2,3,3
N,1,3,2
N,1,1,1
N,2,4,3
N,2,4,3
N,5,7,8
N,5,8,12
Y,2,1,2
N,1,3,4
N,8,12,19
N,1,3,4
N,1,3,2
N,1,2,2
N,2,3,4
N,1,1,3
N,1,3,2
N,2,4,5
N,1,1,4
N,2,3,3
N,2,3,5
N,10,15,10
N,2,6,4
N,2,6,5
N,2,6,6
N,6,12,16
N,6,12,9
N,2,3,3
Y,1,1,0
N,2,3,1
N,3,3,5
N,1,1,1
Y,2,1,0
N,2,4,5
N,2,2,2
N,2,4,5
N,4,8,9
Y,2,1,0
N,2,2,2
N,2,4,2
Y,1,1,0
N,1,2,2
N,3,4,7
N,2,2,2
N,5,3,5
Y,1,1,0
N,4,4,8
N,1,1,1
N,1,1,2
Y,1,1,0
N,4,4,8
N,2,3,4
N,5,6,5
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,1
N,2,2,2
N,1,2,2
N,1,2,1
Y,1,1,0
N,2,1,2
N,2,2,1
N,2,2,3
N,1,2,4
Y,1,1,0
Y,1,1,0
N,1,1,2
N,2,2,4
Y,4,2,0
N,1,1,2
N,2,1,2
Y,1,1,0
Y,1,1,1
N,4,5,4
N,1,2,1
N,2,2,2
N,2,2,3
Y,1,1,0
N,3,2,4
Y,1,0,0
Y,1,1,0
N,3,6,8
N,2,2,3
N,2,3,2
Y,2,1,0
Y,2,1,0
N,2,2,4
N,2,2,2
N,2,1,2
N,1,2,2
N,4,2,4
N,2,4,6
N,3,4,6
N,2,4,6
N,3,4,6
N,2,3,2
N,2,2,4
N,1,1,1
N,2,4,2
N,2,4,2
N,1,1,2
N,3,3,4
N,1,6,7
N,1,1,1
N,2,4,4
N,3,2,4
N,2,3,4
N,2,2,2
N,3,4,3
N,2,1,2
N,4,5,5
N,1,2,3
N,4,6,10
N,4,3,5
N,3,3,5
Y,1,1,0
Y,1,2,0
N,4,5,5
N,3,3,3
N,1,2,2
N,2,1,2
N,1,2,2
N,1,1,1
N,1,1,1
Y,1,0,1
N,3,6,4
N,3,6,2
N,3,3,6
N,3,2,3
N,6,8,8
N,3,3,3
N,3,3,3
N,3,3,4
N,3,3,4
N,3,3,3
N,1,2,2
N,2,2,2
N,2,2,4
N,4,6,7
N,4,6,7
N,1,2,3
N,3,3,4
N,3,4,6
N,5,5,9
Y,1,1,0
N,4,4,8
Y,1,1,0
N,1,1,2
N,1,2,2
N,1,1,1
N,1,2,3
N,2,4,2
N,2,4,4
N,1,2,3
N,1,1,2
N,3,3,3
N,3,3,4
N,3,3,3
N,3,3,3
N,3,3,4
N,1,1,1
N,2,5,2
N,3,4,7
N,2,2,2
N,2,3,5
N,4,6,7
N,2,1,3
N,1,21,1
N,2,1,2
N,2,1,2
N,2,2,2
N,1,2,2
Y,2,1,0
Y,2,2,0
N,1,2,2
N,1,1,1
N,1,1,1
N,2,2,3
N,1,1,1
N,2,2,4
N,2,2,2
N,1,2,3
N,1,2,3
N,1,1,2
N,2,1,2
Y,1,1,0
N,3,6,4
N,2,2,2
Y,1,1,0
N,3,3,4
N,2,3,0
N,1,1,2
N,2,1,3
Y,1,1,0
N,1,1,1
N,2,4,8
Y,1,1,0
N,1,1,1
N,2,1,2
Y,1,1,0
N,2,3,3
N,3,3,3
N,2,2,2
N,2,2,3
N,1,2,1
N,1,1,1
N,7,5,4
N,2,3,5
N,1,2,2
N,12,0,2
N,1,1,3
N,1,2,3
N,3,2,3
N,4,4,8
N,3,6,2
N,3,6,4
N,1,33,4
N,11,14,15
N,2,2,6
Y,3,5,8
N,7,15,11
N,6,15,15
Y,0,3,0
Y,3,4,3
N,8,11,9
N,3,6,6
Y,2,4,2
Y,3,3,3
N,2,4,2
N,8,10,10
Y,1,1,1
N,3,5,3
N,2,2,2
N,2,4,3
N,2,4,7
Y,2,1,2
N,2,1,2
N,1,2,1
N,1,1,1
N,2,2,3
N,2,3,2
N,3,3,3
Y,2,3,2
Y,3,3,3
N,2,2,2
N,3,3,3
N,34,50,83
N,24,24,24
Y,1,7,2
N,1,2,2
N,1,2,1
N,1,2,1
N,0,3,0
N,0,3,0
N,0,3,0
Y,1,1,1
Y,1,1,1
Y,1,1,2
N,2,3,5
N,8,1,12
Y,1,0,2
N,76,85,80
N,9,12,8
N,33,36,36
N,8,10,16
N,6,6,8
N,50,58,95
Y,20,28,17
N,10,10,10
N,11,15,16
Y,2,2,6
N,1,1,2
N,6,14,14
N,2,4,4
N,2,1,2
Y,1,1,3
Y,3,4,5
N,7,11,7
N,0,2,0
N,2,5,1
N,14,18,19
N,3,5,3
N,45,70,69
N,10,20,15
N,10,10,10
N,3,5,2
N,1,1,2
N,20,35,20
N,184,286,243
N,25,21,19
N,7,8,5
N,10,19,20
N,11,12,11
N,16,20,21
N,28,41,36
N,1,1,2
N,1,1,2
Y,2,2,2
N,5,5,6
N,4,4,6
N,1,1,2
N,3,2,2
N,5,6,8
Y,0,2,0
Y,3,5,5
Y,3,4,3
N,38,131,116
Y,4,9,9
N,8,8,16
N,3,5,3
Y,0,2,0
N,27,35,47
N,20,20,27
N,3,4,4
Y,0,3,0
N,13,26,13
N,3,3,3
N,28,30,20
Y,6,8,9
Y,5,14,12
Y,3,4,4
N,6,6,6
N,16,19,33
N,1,2,1
N,3,4,3
N,14,23,25
Y,12,15,12
Y,1,1,1
N,8,10,6
N,14,15,14
Y,2,3,2
N,2,2,2
N,1,4,1
N,15,20,10
N,7,11,20
N,16,12,25
N,5,9,4
N,1,4,2
Y,3,4,3
N,6,7,6
N,2,3,2
Y,1,2,1
N,2,3,3
Y,3,1,6
N,7,9,6
N,8,16,27
N,2,2,0
N,2,3,5
N,1,2,2
Y,2,2,3
N,20,24,36
Y,4,4,8
N,2,3,2
N,2,2,2
N,3,4,3
N,2,2,3
N,6,6,5
N,8,8,8
N,6,8,6
Y,2,4,3
Y,4,3,4
N,18,18,29
N,2,4,6
N,21,31,30
N,7,12,10
N,2,3,3
Y,1,2,2
N,0,0,0
N,9,12,14
N,0,3,0
N,2,3,2
Y,0,3,0
N,2,3,2
Y,3,4,3
N,0,3,0
N,5,4,4
Y,1,1,1
N,4,8,6
Y,4,6,6
N,3,4,5
N,7,10,8
N,2,4,3
Y,0,0,3
N,4,4,4
N,0,3,0
N,0,3,0
N,0,3,0
N,1,2,1
N,10,9,30
Y,2,3,5
N,2,4,2
N,14,16,14
N,0,3,0
Y,1,2,1
N,53,66,72
N,2,2,4
Y,2,3,3
N,4,4,5
Y,1,1,2
N,67,91,65
N,2,4,2
N,8,8,12
N,2,2,2
N,3,4,3
Y,1,2,3
Y,2,3,7
N,4,4,4
Y,1,1,2
N,3,5,3
Y,4,4,5
N,0,3,0
N,1,2,1
N,2,2,3
N,8,6,6
N,3,5,3
N,2,2,2
N,2,9,14
N,0,4,3
N,0,1,2
N,0,1,2
N,40,47,77
N,1,2,3
N,1,2,3
N,2,2,2
N,2,3,2
N,2,2,2
N,2,3,3
N,0,1,1
N,2,2,2
N,1,1,1
N,1,2,3
N,2,2,3
N,7,11,13
N,2,3,2
N,2,2,2
N,2,3,3
N,1,2,1
N,8,8,16
N,6,6,12
N,5,5,10
N,0,2,2
N,2,2,2
N,2,2,2
N,1,1,1
N,2,2,2
N,3,6,3
N,8,15,20
N,1,2,3
N,12,18,30
N,2,3,3
N,2,3,1
N,1,2,2
N,1,2,2
N,2,4,7
N,10,12,10
N,8,8,16
N,34,43,52
N,11,16,18
N,30,59,75
N,10,13,9
N,23,25,25
N,7,14,21
N,7,14,21
N,2,7,8
N,27,45,54
N,1,2,2
N,12,16,8
N,0,1,1
N,1,2,1
N,14,28,35
N,12,18,18
N,2,2,2
N,23,31,47
N,2,2,2
N,28,37,53
N,4,8,8
N,2,2,3
N,18,23,20
N,11,20,21
N,10,20,22
N,6,12,30
N,3,2,4
N,9,9,15
N,12,12,12
N,2,2,2
N,8,14,20
N,41,55,39
N,2,1,2
N,100,181,148
N,4,6,10
N,1,2,2
N,1,2,2
N,4,8,6
N,22,33,22
N,20,29,18
N,4,4,4
N,8,12,20
N,15,23,38
N,1,2,2
N,6,6,12
N,1,2,3
N,2,4,6
N,2,1,1
N,14,20,18
N,4,6,6
N,4,5,5
N,8,8,8
N,18,18,18
N,2,2,2
N,1,2,2
N,17,18,29
N,17,18,29
N,6,11,6
N,2,1,3
N,1,1,3
N,2,3,5
N,2,4,3
N,4,6,9
N,5,16,10
N,2,4,4
N,1,1,2
N,1,2,2
N,38,34,71
N,33,47,95
N,4,6,5
N,4,8,8
N,6,9,9
N,6,8,14
N,1,1,2
N,1,2,2
N,22,35,56
N,30,45,75
N,10,10,20
N,26,57,77
N,8,8,16
N,10,10,20
N,7,7,14
N,33,43,8
N,6,9,15
N,10,10,20
N,2,3,5
N,1,2,3
N,55,79,63
N,2,3,2
N,6,6,12
N,1,2,2
N,8,12,20
N,11,11,22
N,0,1,2
N,2,2,2
N,0,1,1
N,3,5,3
N,0,1,1
N,1,1,1
N,0,2,2
N,0,1,1
N,2,4,2
N,1,2,2
N,3,5,9
N,2,3,3
N,41,51,79
N,1,1,2
N,1,2,2
N,2,3,3
N,1,2,2
N,2,4,4
N,17,24,5
N,16,24,27
N,1,2,4
N,1,2,2
N,11,5,15
N,2,3,3
N,5,15,10
N,8,12,20
N,6,10,6
N,0,1,2
N,1,3,2
N,2,1,2
N,1,2,2
N,1,2,2
N,22,33,22
N,2,1,4
N,2,2,3
N,7,8,11
N,16,36,54
N,10,18,28
N,0,1,1
N,2,2,3
N,2,3,4
N,7,13,18
N,2,2,2
N,2,2,2
N,0,1,1
N,2,2,1
N,20,20,20
N,21,40,57
N,14,28,35
N,20,32,22
N,6,9,9
N,6,6,8
N,0,2,2
N,33,41,73
N,2,3,4
N,2,3,2
N,4,2,10
N,2,2,2
N,2,2,2
N,14,25,25
N,2,2,2
N,5,5,10
N,2,2,2
N,2,2,3
N,27,43,71
N,5,6,11
N,2,3,2
N,1,2,2
N,1,2,2
N,1,3,2
N,3,6,7
N,24,24,20
N,2,2,2
N,1,2,2
N,2,4,3
N,1,2,2
N,20,30,35
N,20,30,50
N,35,63,60
N,3,5,6
N,3,3,3
N,4,5,16
N,2,1,3
N,5,8,8
N,1,2,2
N,5,5,10
N,0,1,1
N,0,1,1
N,1,2,3
N,1,2,2
N,10,10,20
N,2,3,2
N,1,2,2
N,18,31,63
N,37,55,73
N,1,2,2
N,2,3,2
N,2,2,2
N,1,2,2
N,4,4,4
N,10,10,20
N,29,59,89
N,2,3,3
N,2,4,3
N,25,18,26
N,2,2,2
N,2,1,3
N,2,2,2
N,1,2,2
N,7,7,20
N,1,2,2
N,20,25,20
N,1,2,1
N,19,31,32
N,10,10,20
N,53,49,79
N,1,2,3
N,1,3,1
N,0,2,2
N,6,6,13
N,2,4,2
N,13,18,22
N,2,2,2
N,8,4,8
N,1,2,2
N,26,31,12
N,6,9,12
N,3,5,7
N,1,2,1
N,0,1,1
N,11,22,22
N,8,8,16
N,7,9,8
N,1,3,3
N,2,2,2
N,0,1,1
N,6,9,10
N,5,5,10
N,8,15,18
N,8,14,22
N,1,1,1
N,6,6,12
N,4,4,4
N,2,2,1
N,2,3,3
N,30,45,37
N,1,1,1
N,22,33,22
N,6,8,14
N,2,2,3
N,1,2,3
N,6,6,12
N,16,16,16
N,2,4,6
